text,true_label,predicted_label,probability,label_confidence,margin_to_threshold
"It was definitely worth viewing, I don't regret that. But also it was kind of ordinary. Something, that I would expect from a movie titled like that. Love story was nice to watch. Humour was involved, but nothing surprised or spooked me. Shooting, ""tough guys"" etc. ain't worth it any more.",negative,positive,0.994683,0.994683,0.534683
"This flick was the introduction for a lot of us to the works of K Gordon Murray. That's because it was easy to find. It was on every public domain label in the VHS era, and before that, a late night t.v. cult classic, double knee thigh slapper. Besides, HOW do you resist the title?<br /><br />For late comers, a brief explanation of it's merit: Florida wheeler dealer K. Gordon Murray imported Mexican horror films, dubbed them into English, then made a mint with them at the drive in. The Mexican ORIGINALS were weird enough to begin with; American boundaries and accepted horror film conventions were cheerfully disregarded. Great, great set design and lighting were placed beside weird or laughable special effects. NOTHING in Hollywood was as close as these were to out and out strange. Now, mix in Catholic influenced social conventions, Mexican folk lore, and we are not in Kansas anymore. <br /><br />Add to THAT the English scripts they were dubbed into. Most were written by Reuban Guberman, who wanted words to match movements of the actors lips ON SCREEN, not the literal translation. As a result the American soundtracks tended to run from overwrought to down right loopy. There's even a fan web site for Murray that prints the best, most over the top lines for each movie. First time viewers to the films complain about the pacing, the purple prose, the production values and are told it's SUPPOSED to be that way..while the people laugh with enjoyment over things normally considered fatal film flaws. It all must be very confusing if you don't have a taste for it.<br /><br />This one was made back to back in 1957 with the two previous films in the series; THE AZTEC MUMMY and CURSE OF THE AZTEC MUMMY. All three are now available on the 3 disc AZTEC MUMMY COLLECTION (BCI) and it's about time. It has the K Gordon Murray version on one side, the original Mexican production on the other side. The contrast between the two is fascinating. A lot of the times the original Spanish is not much saner.<br /><br />ROBOT/MUMMY starts off with a nice long flashback bringing you up to speed on the previous episodes, sort of..continuity was tossed out the window in number two, and it's downhill from there, logic wise. You don't even get The Angel back, or any mention of him in this final episode. Names, places, even family trees switch between films. After a while, you start LOOKING for the continuity changes. <br /><br />By now, the series villain Doc Krupp is totally pig biting mad, nearly drooling with dementia and STILL wants to steal the Aztec breastplate. Rosita Arenas is sent back to the past with another nice edit of the AZTEC MUMMY floor show, and wanders out into the dark in her nightie to help find that doggone breastplate again. The mummy isn't any happier with this then he was last time.<br /><br />The robot actually has a production credit. It was made by 'Viana & Co S.A.'. I mention this, because it looks like the grips came up with it between takes on a slow afternoon when the real costume went walkabout. Nope.<br /><br />This was PLANNED. <br /><br />Wait until you see the controller it runs from. X box, where WERE you when Krupp NEEDED you??? The Robot LOOKS crushed to death at the end, but actually came back in two more Mexican made movies..it had a FAN BASE.. <br /><br />All in all, a funny quirky finish to a three movie series. Sit back and enjoy.",positive,negative,0.005455,0.994545,0.454545
"Playwright John Osborne's (Look Back in Anger, The Entertainer) dramatisation of Oscar Wilde's only novel positively revels in the homosexual subtext of the original, perhaps too much so. Nonetheless, the dialogue, the acting, with a cast headed by Sir John Gielgud & Jeremy Brett, and the brilliantly cerebral production (marred only by a ""too quick"" ending) make this worth the while of any lover of Theater, with a capital ""T"".",positive,negative,0.005723,0.994277,0.454277
"Another direct to video movie from Disney, that is essentially perfect for the kids. The problem with Kronk's New Groove I find is that everything that made the first movie a fun great ride is replaced with a more sad and sombre film. In this movie, Kronk learns a great deal of lessons at many others' expenses. It takes away much time that could be spent at creating a more enjoyable film.<br /><br />Kronk's New Groove deals with two stories: Yzma returns for payback and one Ms. Birdwell hopes to defeat Kronk's camp counseling championship. This all leads up to Kronk confronting his father and his disapproval over his son's direction in life.<br /><br />From Lord of the Rings to Michael Jackson's Thriller, Kronk's New Groove recycles every bit of time that it allows to entertain its viewers. If you loved the original, or are looking forward to the upcoming TV series about Kuzco, I recommend Kronk to his loyal fans.",negative,positive,0.994276,0.994276,0.534276
"The story is quite slow at the beginning except few interesting humour that come along the way but some of the plot still empty.<br /><br />The science on how the kid entered the 21st century is still a mystery except at the end of the movie, we have been shown of how.<br /><br />Other than that, everything looks ok!",positive,negative,0.00575,0.99425,0.45425
"Scarier than any horror movie ever made because you're in controlled of this blood fest which make it more scarier than watching other people doing it on the big screen or on your television screen. This game got two CDs which make the game much more entertaining.<br /><br />Each cd contains a different character with a complete different story line which make the game much more fun. I recommend you to buy this game and the first game too (isn't as good as this game, still fun though)<br /><br />****<br /><br />",negative,positive,0.994102,0.994102,0.534102
"The first season was great - good mix of the job and the brother and friends at home. it was actually a pretty funny show.<br /><br />Now it shows up again and the brother and the two hot chicks are gone -- and the whole thing revolves around the airline company. Even the old man who runs the company has gone downhill - way too over the top, where before it was perfect.<br /><br />That and no more Sarah Mason - one of the best looking girls in Hollywood.<br /><br />This is what happens when you let some execs get their hands on a show. You can almost see the meeting ""the old man is funny, lets focus on him, make him way over the top and make it all about the airline.. it'll be a nutty version of the office!"" Anyhow, no hot chicks, no watch.",negative,positive,0.994087,0.994087,0.534087
"To surmise, this film involves two actors (Caine and Moran) trying to con a gangster. The plot is flimsy at best as several plot holes occur throughout. However this normally shouldn't matter as the comedy should carry a film like this. There are some genuinely funny bits (mostly provided by Dylan Moran). However, other times, there are long melodramatic scenes that fail to add anything to the movie. Caine's character seemed overdone to me. Especially at the start, he continually quotes Shakespeare and acts like a pompous actor. One could say he was playing the part properly but the character seemed to me flat and unfunny. Overall I would say see only if a fan of the actors involved. Otherwise wait for video or tv.",positive,negative,0.005941,0.994059,0.454059
"Bears about as much resemblance to Dean Koontz's novel as Jessica Simpson does to a rocket scientist. If you've read the book, I suggest you put it as far out of your mind as possible before watching the movie.<br /><br />Watchers is your typical ""Boy meets dog, dog turns out to be super-intelligent government lab experiment, dog and boy are pursued by super-intelligent and emotionally disturbed monster created by same lab, and, oh yeah, did I mention the shady government agents pursuing the monster pursuing the dog?"" movie.<br /><br />Corey Haim is the boy, Barbara Williams is his mother, Michael Ironside is one of the evil government guys, and Sandy the dog is, well, the dog (named Furface here; Einstein in the book).<br /><br />The monster effects are ridiculously cheesy, much of the dialogue is laughable, the script rarely makes sense or is believable - a good example is Haim's character's unquestioning acceptance of the dog's intelligence, as if every Fido off the street can type messages on a computer keyboard or bark once for yes and twice for no! Hmm, it's gotta be the puppy chow, right? Haim's performance is enthusiastic but shaky, as he carries off the stupid dialogue with the least amount of skill. Ironside has been the highlight of many a bad movie, and this is no exception. He easily gives the best performance of the movie, although I'm compelled to add that the dog (who's a pretty darn good actor himself!) comes in a close second.<br /><br />All in all, an atrociously dumb movie, and yet . . . And yet I watched it three times within a week. And yet I can't help liking it. Hey, what can I say, I have a taste for junk - and Michael Ironside (not that I've ever actually tasted Michael Ironside- I'm sure there are laws against that). But any movie that can make me laugh that hard (yes, even unintentionally) can't be all bad. Chalk it up to a guilty pleasure, a ""yes I know it's insultingly stupid but I like it anyway"" movie.<br /><br />It's tough for me to rate this. On a normal scale I'm forced to give it a D-, but on my own personal cheese scale, it gets bumped up to an A-.<br /><br />Yeah, I know. I'm weird like that.",positive,negative,0.006001,0.993999,0.453999
"This is basically a goofball comedy, with somewhat odd pacing due to some dramatic elements. For Michael J. Fox and Paul Reubens, it was their first film(Fox had previously been in a short lived TV series and a TV movie).<br /><br />Since the movie is basically a race/scavenger hunt type movie, like ""Cannonball Run"", ""It's a Mad Mad Mad Mad World"", or more recently ""Rat Race"", there are no main characters. Instead there are groups of characters, splitting the screen time and allowing for tons of mini-plots. Usually these kind of movies are a way to cram the maximum amount of stars (or semi-stars) onto a film.<br /><br />This one has teams, with one being the primary team which Fox belongs to, who are the only characters to be developed. Their plot is more of a stereotypical Disney affiar, about a college boy not paying attention to his younger brother, who he thinks of as a lazy punk. Since they are forced on a team together, along with the older brother's girlfriend, they are forced to work together. Since this is the main plot it gets the most screen time.<br /><br />Some of the other silly plots stand out. The Blue Team is about an overweight rich kid whose dad just wants him and his misfit friends out of the house. They end up with a cool custom van which had an on-board computer (in 1980!) to instantly solve the riddles, plus play video games with the time saved! One member, Stephen Furst, went on to play Dr. Axelrod on ""St. Elsewhere"", and later was on ""Babylon 5"". I'll also admit that I still laugh when Barf, while trying to unscramble a word a'la Scrabble, comes up with, ""Fagabefe?"" This is much funnier than Bart Simpson's ""Qwyjibo"", in my opinion.<br /><br />The other three teams have plots that are somewhat linked together. The green team is a bunch of frat boys, with mostly beer jokes which climaxes into a breakdown for one when the hunt leads to the Pabst Blue Ribbon Brewery. They get a chance to harass the red team, with two feminists and two fun-loving twins. The white team of nerds are lead by Eddie Deezen, who was previously in ""Grease"" but went on to play a critical computer geek role in ""Wargames"" and later Tim Conway's sidekick in some of the ""Dorf"" series.<br /><br />If you grew up in the 80's, then there are some classic moments in the movie that bring back memories. The early video arcade, from back when they were cool is always a plus in my mind. Look for Paul Reubens and his quarter-shooting guns. There is also a miniature golf course and a roller disco.<br /><br />The movie is actually an okay family movie simply because profanity is almost non-existant, and the small amount of sexual humor is completely innocent. The odd pacing thanks to the yellow team's cheesy dramatic moments will put parents to sleep while their kids can giggle at giant melons at Fat Burger (oh, they actually have a special melon platter? That must be it, right?)",positive,negative,0.006201,0.993799,0.453799
"""House of Dracula"" isn't all that bad of a film and is rather decent at times.<br /><br />**SPOILERS**<br /><br />Arriving at the home of Dr. Franz Edelmann, (Onslow Stevens) in his seaside home, Count Dracula, (John Carradine) discreetly seeks a cure for vampirism. He starts work on a potential cure involving blood transfusion, the Wolf Man, Lawrence Talbot, (Lon Chaney Jr.) arrives at his estate looking for a cure to lycanthropy. Working with the two patients, he discovers a possible cure in a mold found near the laboratory, and after searching the area, he finds the Frankenstein Monster, (Glenn Strange) buried nearby. Becoming obsessed with reviving it, Dr. Edelmann keeps neglecting Dracula and Larry's requests, and after demanding that they get their treatment instead of him working on the Monster, they turn on each other in a climactic showdown.<br /><br />The Good News: This was a rather decent film. There is one main idea that is quite creative and imaginative. This is the first film to openly propose the idea of vampirism as a blood disease, and one that can be transferred from person to person through the exchange of bodily fluid, something that would be taken up by later genre works but rarely as directly as this. There's even a microscope slide of the parasite that is believed responsible for the condition. It works in some rather nicely used ideas and comes across as a rather nifty idea, even if some of the execution is a little stale. The fact that each of the creatures has at least one standout scene is a nicely done idea. The Wolf Man has a marvelous scene where he transforms inside a prison cell to the doubting members of the search party and goes crazy. Dracula's initial appearance of appearing as a bat and flying toward a prone figure sleeping and then appearing in human form looks really impressive. The Monster rampage is well handled and an appropriate amount of destruction is caused. The large bat that Dracula transforms into always looks decent for once, and is quite realistically done. It's a thoroughly decent affair.<br /><br />The Bad News: There are several things that weren't all that great about this one. The fact that the film combines so much potentially intriguingly plots and ideas that it really doesn't know what to do with them. There are several different back-stories that have to be mingled together and which should be clear enough to mix well together and seem coherent. This really doesn't have any of that. The plot is rather flimsy and doesn't really give a preferential treatment to any of the stars, and instead concentrates on one then another and then includes all three in the ending. The monsters only seem to get engaged with each other for the smallest possible reason makes it a big distraction. The ending is for once a big let-down, and seems entirely like it was changed at the last minute. There's a few other small things that weren't all that spectacular, and pretty much also contribute to this.<br /><br />The Final Verdict: It's quite a decent film and manages to get through most of the time with an entertaining style. Nowhere near the classic status of each monsters' debut features, but it's a nice enough watch for fans of the monsters and of Universal films in general.<br /><br />Today's Rating-PG: Violence",positive,negative,0.006227,0.993773,0.453773
"The Brave One is about a New York radio show host named Erica Bain (Jodie Foster). Her life is a dream living in the city she grew up in and loves. She has her great fiancé David (Naveen Andrews), whom she is planning to marry. But one night while Erica and David are out walking their dog, they are attacked and mugged by a group of degenerates, leaving David dead. Erica recovers but is heartbroken and traumatized later on, and can barely cope with real life anymore. She buys a gun off a guy on the streets for protection. But one day she's shopping in a store, and a man comes in and shoots the clerk dead. It is then that Erica shoots and kills this man, and she becomes a vigilante. Killing anyone who tries to threaten or harm her or any others. At the same time Detective Mercer (Terrence Howard) is tracking down this elusive unknown killer, and in the process becomes friends with Erica. Erica begins to regain her sanity as she kills these violent people, but is unsure of whether or not what she's doing is morally right. And as her and Mercer become closer, he doesn't even realize the unknown murderous assailant is right next to him.<br /><br />Jodie Foster gives a very good performance in The Brave One. She portrays this type of violent, morally corrupted character brilliantly. Terrence Howard is also great in this movie. Both have excellent chemistry together, and strengthen the film to a certain level. The Brave One looks visually pristine, and conveys some brilliant camera work, but not all of it works to a great effect. The scenes where Erica is absolutely traumatized and afraid to walk out her front door to face the world. The camera swayed back and forth to the sides in an almost dream-like way, and really captured the moment with essence. Whereas almost every time Erica killed somebody, everything just had to go slo-mo and show her facial expressions in fine detail. The slo-mo was properly used when Erica committed her first murder. But why keep doing this effect almost every time she committed murder? The camera work creates a great atmosphere in most of the film, but there a few scenes here that are just plain overkill.<br /><br />The Brave One is very much about how these murders affect Erica emotionally. Her fiancé is killed by a group of thugs, and suddenly her love of New York City is turned upside down. She realizes that there is a dark side to the beloved city, and she says so on her radio show. I don't completely understand this though. Erica acts as if she never realized that violence can occur at night in the city, and that's pretty stupid. If she lived there all her life she must be either blind or very oblivious. Erica also seems to be a glutton for inhumane, murderous people. She really doesn't even have to go look for them, they just to come to her as if they're begging to be shot dead for their wrong-doing. The Brave One deals with the morals and proper use of violence strongly at first, and then suddenly it glorifies it. The ending is very negative, and completely immoral and inhumane. It also negates the purpose of Terrence Howard's character, which the movie spends so much time trying to evenly develop, and suddenly his morals take a U-turn. The morals in The Brave One become very fractured, and just plain shatter all over the place by the end. So violence is okay? It's a good thing to commit murder as long as it's for vengeance? I pretty much refuse to believe that. You know why? Because I have a conscience, which this film surely lacks. It is not right to take the life of another person, no matter how bad they are, or how much you hate them. Erica Bain sets out to stop these evil-doers, but in the end she is no better than the horrible people she kills.<br /><br />Jodie Foster and Terrence Howard provide a lot of strength for this movie. The Brave One contains a strong message, but that message is both immoral and wrong. This movie may look pretty, well acted, and intelligently strong. But it becomes pretty rotten by the end. I give The Brave One a 1.5 out of 4. The message is very out of line and morally incorrect, and really can't be saved by the good acting.",negative,positive,0.993644,0.993644,0.533644
"this show is pretty alright and fun to watch, its a great Disney channel shows and sometimes entertaining.<br /><br />I really enjoyed the first season but i hated the second and third seasons. This show has completely changed around. In the first season it was more about science and animals, all that is gone now in the season and third season. Its more about her life and dating. Ever since that gay kid (Ben) came along, this show has sucked. The writers took a perfectly good kid show and changed it to a crappy teen comedy. Disney took a turn for the worse. I cant stand to watch the newest episodes anymore, they're all garbage.",negative,positive,0.993636,0.993636,0.533636
"The definition of a vampire is an inhumane corpse supposed to leave its grave at night to drink the blood of the living. Bakjwi nearly nails this concept on the head minus the cliché of pointy fangs and neck biting. Being an R rated movie, I knew this was actually going to pertain to vampires actually being vampires. Which means that the characters in the movie are going to do what vampires actually do without restraint and rightfully lack any glamorous moments in comparison to Twilight. Having viewed Chan-wook Park's preceding Oldboy, I had very high expectations of Bakjwi.<br /><br />I anticipated some awkward plot sequences with our anti-hero, known as Priest Sang-hyeon, and was very impressed by his performance as a holy-man who is forced into this quandary of being humane and obeying his thirst as a vampire. (SPOILER) After the initial premise of him surviving the defective blood transfusion, he starts to crave blood and discovers his super strength and his flying ability. The screen shots do his transition phase without overbearing on exposition. He starts drinking the blood of the dying and those who wish to be euthanized for moral reasons. The oft tragic and dysfunctional love affair the priest has with the manipulative Tae-joo is very riveting as they are played by The Host's Kanh-ho Song and actress OK-vin Kim. The special effects are properly placed in the backdrop and while it doesn't offer anything new in the ways of stunts and CGI, it didn't impose itself into the plot driven and character developed premise. The story and the pivotal plot points are very perverse and grotesque yet very original in its own Korean style. <br /><br />There aren't many negatives I can say about Bakjwi. Sometimes I ask myself if the priests transition phase could have showed more of the priest having an emotional crisis with his transformation, but then again this would have made the movie 3 hours long. The movie was long to begin with. On the same token, vampires really don't have much in the way of expressing emotions to begin with. As mentioned before, this movie is very tragic, so don't expect anything hopeful while watching this. <br /><br />Overall, Bakjwi is delightfully dark, morbid and original. I strongly recommend this movie for serious viewers who are past the teenage phase of Twilight. This is definitely the Korean answer to the Swedish Let The Right One In, which is also a good movie.",positive,negative,0.006426,0.993574,0.453574
"Let me just start out by saying that Tourist Trap is a better movie then 99.9% of the horror films that have come out of Hollywood lately. If you don't believe me see Darkness Falls or They. And it is certainly better than any of those crappy direct to video releases like Stab, Bleed, The Pool, and so on. One of the big problems with the film Tourist Trap is that is never really found an audience. When the film opened in 1979 it was given a PG rating by the MPAA. Anyone that knows horror films knows that a PG on a horror film is usually the kiss of death for the film. (Director David Schmoeller talks about this problem on the DVD's commentary track.) There are exceptions though like Poltergeist, which had also received a PG rating. However, there are big differences between Tourist Trap and Poltergeist. Tourist Trap was not a big budget Hollywood film like Poltergeist nor was it produced by Steven Spielberg. That alone was enough to guarantee Poltergeist success. (Still for those of you that have seen Tourist Trap, you will even scratch your head as to why the MPAA rated this film PG. The 'heart burst' scene alone should be enough for the film to be slapped with and R rating. Or how about the pipe in the back with the blood running out of it.) I have to admit though that when I was young I looked at a copy of Poltergeist in the video store shelf, picked it up, saw that it was rated PG and put it back on the shelf in favor of an R rated film instead. Years later, I finally saw Poltergeist and realized what a great film I missed out on for not renting a PG horror film. From then on I would never judge a film based on it's rating again. This is most likely what happened to Tourist Trap. People, like me with Poltergeist, will probably overlook it in favor of the R rated film. Most likely it would be a teenager too, which most of these types of films are targeted at. Friday the 13th was no masterpiece either but did extremely well at the box office due to the fact it was rated R and was heavily advertised by Paramount at the time. It found its audience and made enough money to spawn several sequels. When you look at it folks, Tourist Trap is just as good as Friday The 13th. The same thing could've happened to Tourist Trap. We could have seen Tourist Trap 2, 3, 4, and so on. As far as the film goes, Tourist Trap is an entertaining horror film made on an extremely small budget, but it is well acted, well directed and well made on many levels. Chuck Connors is a riot as Mr. Slausen and gives the best performance in the film. Special credit must be give to composer Pino Donaggio, whose score for this film really is what sets it apart from others and gives it its creepiness. The music in the scenes involving the mannequins is especially creepy. Donaggio worked on the horror film Carrie and many other film scores since Tourist Trap. He has done exceptionally good work in film and continues to score films to this day. The weakness with Tourist Trap is that there really is never any explanation of Davey's powers. Maybe that is how it's supposed to be. He just has them, and we should accept that in order for the movie to work. We do accept it to a point, but then the screenplay has incidents like how Davey makes the phone ring in the store while he's in the basement of the house. In that case, is Davey limited in using his powers? Can he make a phone ring in Houston, Detroit, Los Angeles? What is his range? Those are things that people that didn't care for this movie would most likely to point out as flaws. Others would accept it as a mistake. I accept it. There is not enough of those type of questions generated by this film to make me hate it. This is a horror film. We should not be required to read too much into it. Many people have called this the 'killer mannequin' movie. I assure you that no mannequin kills anyone in this film. The mannequins are controlled by the power of Davey who uses them as a weapon. This is a common misconception about this film. Some people have a problem with the mannequins and some have even said they are just downright silly. I think they add to the overall creepiness of the film. Overall Tourist Trap is a good fun rental.***(out of 5)",positive,negative,0.006576,0.993424,0.453424
"This is the most frightening film ever made in Hollywood. It is a cautionary tale of how to take a European masterpiece and suck the life of of it until it is a dry husk like an insect carcass on the the windowsill. Frightening because it reveals how the world of Hollywood really works: ignorant money begetting dross. It makes me wonder how many great films could populate the corridors of my memory if the Hollywood process had not leveled them to forgettable mediocrity. Cry for the murdered children! See Spoorloos or read The Golden Egg, if you dare, because they will come back to you forever in the idle moments of your life: when you're walking along the street and you see a 'missing' poster; in ordinary-looking parking lots; when you hear the Tour De France on the radio; and, especially, when you you think ""what's the harm?"" in wearing a sock with a hole in it on a perfectly ordinary day.<br /><br />If only I could give this a zero.",negative,positive,0.993412,0.993412,0.533412
"The 70s were without a doubt the golden age of ""made-for-TV"" horror. This is one of those that was probably churned out as an ABC movie of the week. It's the old story of a house and/or ghost possessing one of the new owners. The movie has promise, but it's never realized. Everything is rushed too much. Tension and suspense need time to build and grow. And there's nothing new. We've seen it all before and one better.<br /><br />One final thought: I don't understand why Robert Wagner's character would fall for the long dead movie star when he's married to Kate Jackson for goodness sake!!!",negative,positive,0.993397,0.993397,0.533397
"My 10/10 rating of course applies only if you're willing to get completely and utterly grossed out*. Because you know that only John Waters can do that. In ""Pink Flamingos"" (his directorial debut), he portrays two families locked in combat to see who can be the filthiest person alive. What Divine famously does at the end pretty much answers the question. But even aside from that, the movie is basically an excuse to shock people beyond what anyone would usually imagine. You had better have a very strong stomach to watch this movie. Even some of the lines are rather mind-blowing.<br /><br />*Otherwise, avoid this movie like you would the ebola virus!",positive,negative,0.00677,0.99323,0.45323
"This was a strange film. A bit horror and certainly film noir. Some fifth columnists meet and mysteriously start dying off with a Japanese dagger in their hands after Monsieur Colomb (Bela Lugosi) shows up.<br /><br />Soon the Lone Ranger arrives in the person of FBI Agent Richard 'Dick' Martin (Clayton Moore). Martin is ineffective in finding the killer as he is more interested in the niece (Joan Barclay) of a missing doctor, who is part of the gang.<br /><br />After the last man dies, and the doctor is horribly disfigured by some strange serum, the true story of the group comes out and that is where it gets interesting and weird. I won't spill it.<br /><br />Lugosi was marvelous as the skulking killer.",negative,positive,0.993194,0.993194,0.533194
"David Morse and Andre Braugher are very talented actors, which is why I'm trying so hard to support this program. Unfortunately, an irrational plot, and very poor writing is making it difficult for me. I'm hoping that the show gets a serious overhaul, or that the actors find new projects that are worthy of them.",positive,negative,0.00682,0.99318,0.45318
"Based on the comments made so far, everyone seems to either hate this movie or love it. I think it would be fair to point out that although this is not a GREAT movie, it has its interesting moments. For one thing, it was filmed on location in Colorado (was it Breckinridge or Telluride? I can't remember, but it is in the credits). The location is absolutely stunning and spectacular. It's beautiful, even to me who lived in Colorado for several years.<br /><br />Next, it has Disney's penchant for wonderful character actors. Harry Morgan has never been in better form than when he plays in a Disney movie. He is literally hysterical. Also, remember the wonderful Mary Wickes? Although she has a ""bit part"" in this movie, she is great, as always. If you don't know who she is, think of the animated Disney version of Hunchback from Notre Dame (she was one of the gargoyles), and she was also the most interesting nun in ""Sister Act"", as well as the best nun in ""The Trouble With Angels."" She has always been a great character actress and most character actors never receive the recognition they deserve.<br /><br />In addition to character actors and all-star casts, in the 1960s-1970s Disney may have not had the ""greatest"" movies, but, if you really watch some of them from beginning to end, you will NOTICE that every movie has some really funny or hysterical moment in it. The entire movie may not be funny, but there is always a comic gem (at least 1 or 2) in every single ""live-action"" movie Disney ever made. Whether it's Harry Morgan in one of his bellowing tones of voice, or Tim Conway floundering around, or Joe Flynn giving one of his priceless looks of horror, it is all good. The whole film may not be good, but there are ALWAYS hysterical moments in every Disney film from this period that I have ever seen. Disney in this time period always managed to make a person smile, despite the dumbness of the film.<br /><br />Bsed on these comments, I disagree with viewers who say every Disney movie in this time period is awful. That statement it not quite accurate. Rather, it is easier for me to give credit to the funny moments and overlook the weaknesses in the plots.<br /><br />Some live-action Disney movies are true classics (Old Yeller, Bedknobs and Broomsticks, Mary Poppins), but for those that aren't, I am able to appreciate them for what they were -- good clean family fun in a time when movies had become vulgar, crude and offensive.",negative,positive,0.993119,0.993119,0.533119
"my friend and i rented this one a few nights ago. and, i must say, this is the single best movie i have ever seen. i mean, woah! ""dude, we better get some brew before this joint closes"" and ""dude, linda's not wearin' a bra again."" what poetry! woah! and it's such a wonderfuly original movie, too. i mean, you don't usually find a slasher film where every single murder is exactly the same. i mean, exactly! now that's originality. and almost all the transitions between scenes are these great close-ups of the psycho in the ER scrubs. how cool! the acting is so wonderful to. the dad was just brilliant. must have studied REAL DADS before filming. and how many movies do you find that just don't make any sense? not many. but this is one of those gems. i mean, how cool is it that one guy waited outside for like six hours to pull a prank, while his friends were both inside? that's really cool. overall i'd say this is the single greatest film of the genre, nay, in the world! *****",negative,positive,0.993079,0.993079,0.533079
"I'm not sure how I can make ten lines out of this question, but I'll try.<br /><br />When Julie went to the dance and they were dancing to slow music. What was the name of the song that was playing and who played it? <br /><br />I love that song! And I watch the movie over and over just to hear that one song.<br /><br />I did several searches online and even looked up the soundtrack but I sill can't find the song.<br /><br />It might be because the song they were dancing to wasn't a complete song and just partial.<br /><br />I would appreciate if anyone out there who knows what the name of the song and the group who sung it.<br /><br />Thank you.<br /><br />Frank",positive,negative,0.007123,0.992877,0.452877
"A gem of a British caper-comedy. Poor American schlub Pinky Green (Richard Jordan, playing another bad guy but this time an adorable one) gets out of a British jail and tries to go straight, but his maintenance man job in a bank is too attractive for his never-reformed criminal friends, headed up by a really nasty Ivan (David Niven in one of his last roles). Pinky resists, but the lure of all that money is just too much for him. Things unravel and reravel and it's all joyous to watch. Jordan must have played 20 bad guys in his career, but he never played the same one twice - this one is just too lovable to hate. Niven never played a slicker bad guy, oil all over. Two fine actors we've lost that I wish we had back.",positive,negative,0.007228,0.992772,0.452772
"Some of the greatest and most loved horror movies have a wicked sense of humour, but when a film comes along that isn't as original as the ""classics"" but just goes at it for laughs then a bunch of po-faced, wanna-be critics completely slag it off. This film made me laugh aloud several times, this is testament to the way this film was approached and it shows. The two main leads look natural and believable together and this really helps this film. You root for them the whole way and laugh along with them, everyone has friends like both of these guys. Another highlight for me was the monster truck, it's awesome, intimidating and really well shot. Taking inspiration (completely stealing) from loads of films, the most obvious being Duel, Jeepers Creepers and probably in reference to the Jack Black alike co-star Orange County. But really you can pick any road trip gone wrong movie and find a reference here. But so what, it's not trying to win any Oscars just give the viewer a good dose of frights and laughs and on that score it's a 10! Obviously It's not getting a 10, I give real sensible reviews and scores unlike 99% of the people on IMDb. There is no-way this movie can get a zero like so many lazy idiots give to too many films and as fun as it was it ain't getting a 10 either. It's just a good fun movie for anyone with a sense of humour and a liking for scares. You really can't get anymore simple than that.",negative,positive,0.992766,0.992766,0.532766
"House of Dracula works from the same basic premise as House of Frankenstein from the year before; namely that Universal's three most famous monsters; Dracula, Frankenstein's Monster and The Wolf Man are appearing in the movie together. Naturally, the film is rather messy therefore, but the fact that all three monsters are there is usually enough to ensure that the film's sixty seven minutes don't become boring. It's obvious that the idea of making another monster mash came into the writer's head before an actual plot did, as the yarn we're given isn't exactly without holes. The plot sees Count Dracula arrive at Dr. Edelman's home asking for a cure for his vampirism. Then, what can only be described as a coincidence, sees Lawrence Talbot, a.k.a. The Wolf Man turn up asking for a cure for his affliction! It turns out that Dracula is on the prowl for Edelman's daughter, but Talbot really is serious. When it turns out that he can't be stopped from turning into a wolf, The Wolf Man throws himself into the sea...where he ends up finding Frankenstein's Monster.<br /><br />Overall, this film isn't as good as the earlier House of Frankenstein. The 1944 film put its plot together better than this entry in the series does, as the plot here doesn't give equal time to each Universal monster. Dracula's plot is the biggest at first, but soon fizzles out only to resurface at the end. The Wolf Man is the star of the show, but his story never really develops, and is essentially just another version of the plot he always finds himself in. Frankenstein's Monster is given the coldest hand, as he appears in the movie merely as an afterthought, and an obvious excuse to ensure that all three monsters appear in the movie. The story of the doctor who binds all three together is the most interesting, but this is a little disappointing as he isn't the reason why people will see this film. The acting is good enough, with John Carradine showing his sinister side and Lon Chaney Jr once again making sure that his character is bathed in tragedy. Glenn Strange is given nothing to do, and Onslow Stevens proves the real highlight as Dr Edelman. Overall, this film won't do much for anyone that isn't a fan of Universal horror; but as silly monster movies go, House of Dracula is worth seeing.",positive,negative,0.00735,0.99265,0.45265
"OK...ths film (like Segal's last few films) once again goes beyond the ""knock 'em down, kick 'em in the groin, shoot 'em in the face, get revenge against the bad guys for hurting my sister's niece's cousin"" stuff Seagal was into for a while. Geepers, Steven started thinking, and using his bucks to make movies with actual ideas in them. SURE....there is plenty of action in this flick, but also some thought and heart. It's not an Oscar flick, but well worth the effort, unless the viewer is so into brain dead violence that it hurts to have to think for longer than a second. It's worth a rental..or two!!",positive,negative,0.007441,0.992559,0.452559
"However closely the movie is to the comics, it doesn't matter. This movie radically moves away from the boredom of ""Interview with the Vampire"" (although it's acting was good) and slides in the wonderful action scenes. Very convincing tale and interesting with surprisingly good acting from all. Disadvantage - poor graphics. Does it matter? Nope.",positive,negative,0.007736,0.992264,0.452264
