text,true_label,predicted_label,probability,label_confidence,margin_to_threshold
"Wesley Eure is young inventor Brian Foster, who's invented a new crime busting security device in the form of a robot dog, the titular ""C.H.O.M.P.S."" (It stands for Canine HOMe Protection System). C.H.O.M.P.S., who's been modeled after Brian's real dog Rascal, can do just about anything; he's got enhanced speed, strength, X-ray vision, and the like. It's just the thing to save his boss Ralph Norton's (Conrad Bain) security company. Naturally, a slimy competitor, Gibbs (Jim Backus) wants the edge so he tries to get his hands on the secret.<br /><br />This is the kind of thing that's just too hard to resist. It's got plenty of slapstick (Chuck McCann and Red Buttons play a great pair of bumbling idiots), an upbeat attitude, an engaging cast, and enough good laughs to keep one entertained. The energetic disco-style music gets repetitive but is undeniably catchy; the story is straightforward, and the dogs themselves are absolutely adorable. In one thoroughly odd but side-splitting touch, there's another dog in the film (named ""Monster"") whose thoughts we actually get to hear; both his dialog and the performer doing the voice are priceless. In fact, he even utilizes some mild profanity and his last words end the film on a positively gut busting final note.<br /><br />Eure and the cute Valerie Bertinelli are very likable young leads, and their veteran supporting cast plays the material with all the gusto they can muster. Larry Bishop, Hermione Baddeley, Robert Q. Lewis, and Regis Toomey also co-star.<br /><br />A rare theatrical live-action venture for the cartoon-creating team of Hanna & Barbera ('The Flintstones', 'Scooby-Doo', 'The Smurfs', and so on), ""C.H.O.M.P.S."" is agreeably silly stuff. I know it left me with a smile on my face.<br /><br />7/10",positive,negative,0.456473,0.543527,0.003527
"I turned 13 when Elvis hit the big times in 1956 with his first RCA hit. A year later Buddy Holly stepped in to give the King some competition. One of Buddy's major talents, besides his unique singing style and his songwriting ability, is often downplayed. Buddy was also a skilled lead guitar player, developing a unique rockabilly style all his own on his Fender Strat. Gary Busey attempts to capture this aspect of Buddy's persona. There were other contemporary master guitar rockers of equal caliber, such as Chuck Berry, Carl Perkins, and Eddie Cochran, but Buddy's talent is often overlooked.<br /><br />As noted by others, Busey is the driving force behind the success of ""The Buddy Holly Story."" Not only does the script play with the facts of Buddy's life, but it even interjects several anachronisms for the two years of Buddy's popularity, basically 1957-1959. One that comes to mind is the scene where Buddy and Maria are watching a 3-D movie. Buddy is disenchanted with it all and tells Maria that it'll never last. It's just a fad. In reality there were no 3-D movies in circulation at the time. The heyday for 3-D was in the early 1950's. By 1955 the fad had already faded. Yet another example where just a little research would have sufficed to make the story more believable.<br /><br />At times it is difficult to separate what really happened from urban legends surrounding Buddy's career. The story about how the Crickets got their name may or may not be apocryphal, but it certainly did not take place the way it is presented in the movie. Another problem with the film is how Buddy's parents are depicted. Certainly Buddy's parents were supportive of his musical career. ""Maybe Baby"" is credited to Buddy's mother and she did have input into the writing of the song.<br /><br />It's good that Buddy's biggest hits were used in the movie, but I miss hearing one of my favorites, ""I'm Looking For Someone to Love."" I'm proud that as a result of this movie, Buddy's music was reissued for a new generation to hear. His legacy is one of the very best from the early days of rock 'n' roll. Rave on, Buddy, rave on.",positive,negative,0.456439,0.543561,0.003561
"This film has made e mad. I believe the original of this film ,'The Mask', was an awesome film, worth buying and watching a lot. I strongly believed that they should make a sequel, but when i saw this, i thought again.<br /><br />This film has spoilt the whole idea of 'The Mask'. Mask mode? A baby flying around in a room? My little brother who is seven didn't even laugh, and he is into these childish movies, but this was worse. A load of crap!! I am telling you now, please do not watch this film, it is a waste of money and a waste of time. Instead you could actually be having fun! Watch 'The Mask', but do not, I repeat do NOT, watch this hunk of junk. Thank you.",negative,negative,0.456353,0.543647,0.003647
"So tell me - what serious boozer drinks Budweiser? How many suicidally-obsessed drinkers house a fully stocked and barely touched range of drinks in their lonely motel room that a millionaire playboy's bachelor-pad bar would be proud to boast? And what kind of an alcoholic tends to drink with the bottle held about 8 inches from his hungry mouth so that the contents generally spill all over his face? Not to mention wasting good whisky by dousing your girlfriend's tits with it, just so the cinema audience can get a good eyeful of Elisabeth Shue's assets.<br /><br />Cage seems to be portraying the most attention-seeking look-at-me alcoholic ever to have graced the screen while Shue looks more like a Berkely preppy slumming it for a summer than some seasoned street-walker. She is humiliated and subjugated as often as possible in this revolting movie with beatings, skin lacerations, anal rape and graphic verbal abuse - all of it completely implausible and included apparently only to convey a sense of her horribly demeaned state and offer the male viewers an astonishingly clichéd sentimental sexual fantasy of the 'tart-with-a-heart'.<br /><br />Still - I did watch it to the end, by which time I was actually laughing out loud as Shue's tough street hooker chopped carrots in the kitchen wanly, pathetically smiling while Cage - all eyes popping and shaking like like a man operating a road drill in an earthquake - grimaced and mugged his way through the final half-hour...",negative,negative,0.456243,0.543757,0.003757
"Look...I've come to expect this level of acting from William Macy...the guy just keeps putting in terrific performances...but MEAT LOAF? Just when did His Loafness decide to leave Jim Steinman behind and throw his decidedly lower weight around in the wonderful world of Stanislavsky? Well...what can I say? I'm duly impressed. To paraphrase an old adage: ""It ain't the meat, it's the emotion""...and the Loaf is quietly buffing up his acting chops of late..<br /><br />Laura Dern carries off the 40's look perfectly here...great job by the costume and hair departments...David Paymer is typecast but right on the money. Solid camera work throughout the flick. The plot line is reminiscent of ""Gentleman's Agreement"" (post-WWII anti-semitism). Well worth your time...particularly for the growing legions of Bill Macy acolytes.<br /><br />",positive,positive,0.463792,0.463792,0.003792
"OK, so it's a silly movie, but I think they knew that when they made it. And there are some neat little twists on the otherwise tired, overdone ""Godzilla""-type genre. Borrowed a tape just because I knew someone in it, but I did loan it out to a couple pals, who also kinda liked it.",negative,positive,0.463816,0.463816,0.003816
"This movie is excellent ( i watched the French version ). There are many subplots (which usually detracts from the whole ), but they nicely unfold and concur to the ""discovering of one's real self"" main theme. In fact, the whole movie (besides his background ) is the journey to the discovery of one's ( or someone else's ) self. Is the King really a ""good peacenik monarch"" trying to wage a ""war to end all wars"" or is he just a disturbed, blood thirsty hoodlum? Is he a true king, after all? Is the attendant to the queen mother just a lusty, career-driven, spineless sock puppet or rather a sharp thinking, bold individual? Will the dame/concubine realize who the king truly is? What's between the king and the old chancellor? What's the secret everyone knows but won't tell? What's the true reason the assassin quit his ""job""? Subplots (something i'm not particularly fond of ) are handled well and keep one watching until the end. Scenes are well crafted and CGI fits nicely in, without going overboard. Suspense is properly maintained and actors are upto the task. There is a lot of brain-damaged smiling, but that is how one was supposed to behave at the king's court ( as the dame/concubine complains about ). Realistic movie without superhero moments. This Chinese movie really puts Hollywood cardboard colossals ( Gladiator etc ) to shame.",positive,positive,0.463834,0.463834,0.003834
"For a long time I did not know weather I liked this film or not. This is surprising, because I usually do know, but because the film did not go anywhere, I was a bit confused.<br /><br />Two people move into a somewhat communal household setting. Finding their spouses constantly working or away on business trips, their attention, out of sheer loneliness, wanders to each other. After a platonic love affair, the male lead played by Tony Leung Chiu discloses that he has a mistress on the side. Su Li-Zehn, played by Maggie Cheung is hurt, even though their love affair has not been physically consummated. Chiu leaves the country, only to come back years later, when everything has changed.<br /><br />For the cynic's part, the film is correct. By never actively or actually touching the part of love, but only approaching it, the film, admittedly says more than so many others have on the subject. It is also true, I think, that nothing good could have come if they did go on to have the affair. At least that's the feeling I get.<br /><br />If we are to believe it, however, when Garica Marquez writes that ""...love is a state of grace; not the means to anything but the alpha and the omega, an end in itself,"" then this film falls miserably short of this, as do all others. Or, if you are inclined to entirely incomplete minimalism, hits it right on the mark. What films in history have achieved, approached, or sustained this phrase, if for only a short while? My honest feeling in memory is that about two. When Harry Met Sally suggests effectively this romantic perfection; and the getting is all in just getting there. It is interesting that in When Harry Met Sally, this is done in the course of wooing, rather than in its attainment. Can't anyone say anything good about love after it has been achieved by two individuals? Nicholas Spark's recent film The Notebook comes closer to this perhaps than any other film; are we to believe that once love is achieved it flies of the radar only to exist in perfection in some other dimension, or, more true perhaps, becomes latent vehicle for other ends? <br /><br />In the Mood for Love is an honest film,with gorgeous and generous cinematography worthy in all respects of the best that Almodovar has to offer, yet all it manages to say in the end is that ""Life is sometimes like this."" Now this is by no means a diffident thing to say, especially if said well, but the problem really comes at the end of the last act when Kar Wai Wong tries to round out the film by relating, only for the second time, a broader historical theme that plays in the background of the relationship which has just taken place. This is a worthy effort, and the variation on the musical motif played throughout the film is rather brilliant, but the theme's relatively spare indictment plays too little to have much more than a superficial effect on the holistically inclined audience, leaving the viewer to split the difference, a mistake in any film. A director should know where he is going, and how to get there. But in all honesty, it is only one wrong turn. However, as anyone knows, all it takes is one notable imperfection to spoil the perfect barrel of honey.<br /><br />The effort, though, is definitely worth while; trying to let a historical theme broaden and round out the film and raise it beyond the micro-meaning of the couple, but without any real foreshadowing, it is the crucial mistake. In a word, and unfortunately, it is too little too late. It is also, I think, too much of a challenge for the non-Asian viewer not familiar enough with China's history to appreciate completely this sweeping stroke.",positive,negative,0.456144,0.543856,0.003856
"My bad film guru (and the president of the Exposed Film Society) sprang this one on us last week. There was no denying the demented gleam in his eye as he pulled it out of its brown paper bag and announced what he had in store for us: ""The Most Dangerous Game"", filmed on a budget of about $2.95.<br /><br />Of course, $2.95 went a lot further back in 1962, but still...<br /><br />Anyway, there is certainly a lot to dislike about this film. It abounds with serious technical gaffes (my favorite was the 'repeating musket' that fired twice in two minutes without benefit of a reload). The hero is a wuss who stands by while his wounded friend fights the henchman and gets killed. <br /><br />More? OK -The plot is a shambles with no continuity to speak of. The movie wastes five minutes with a 'special guest star' who serves as the physical embodiment of the villain's madness and paranoia, but never shows him again. The hero is choked unconscious by the henchman but makes no mention of it when he wakes up and first meets his host. The mute servant girl is captured, put on the rack...and then the movie (and the hero, who put her in this predicament) just sort of ""forgets"" about her. <br /><br />More? Well, the sets are cheap, and the special effects are cheaper (the makeup is an exception to this). Much of the plot is carried by the narrator's droning, monotonic voice-over, which carries less dramatic impact than the menu recital at Denny's. Most of the dialog is simply ridiculous and stilted , as if it was translated from Japanese. (""I demand that our conversation be pleasant!!!"") And the color values tended to shift violently from shot to shot, as if cheap film stock and problematic lighting equipment were the order of the day. (Note - this last may have been the fault of a bad print, rather than the camera crew). <br /><br />But there were a couple of nice moments here and there. The makeup effects were startlingly good in contrast to the rest of the film, the actors were LOOKED interesting, especially the mute servant girl and the Countess. And in spite of everything, there was a definite creepy atmosphere to be found, very nasty and disturbing.<br /><br />So what was the deal with this movie? I thought about it a bit, and realized that director/writer Pat Boyette basically tried to put a story from of the old ""EC"" horror comics on film. That would account for the stilted dialog, the sketchy character development (in a comic, physiognomy = character even more than in film), the loopy interior logic of the story (""EC"" horror stories went out of their way to include a nasty ""shock"" ending and weren't big on psychological realism), the over reliance on the narrative voice (which belongs in captions over the panels), and the interesting makeup effects that mimicked the grisly pictures that the old EC artists did so well.<br /><br />In fact, I'd be willing to bet that when Boyette saw his leading man during casting, he instantly saw that the fellow was as close to being the equivalent of the lanky, shambling figures and caved in faces that artists like Johnny Craig and Jack Davis drew as an actual human could be and still exist in the real world.. He used costumes and lighting to emphasize the cartoony aspect of the visuals and turned everyone into living EC comics characters. (See: the leading lady's blank beauty, the Count's strong bony features, oddly bronze skin and sharp chin, the platinum 'do on the tall, bony black henchman, etc.) <br /><br />This would explain the movie's failings. Boyette knew how to 'frame' things, but he didn't know how to deal with three dimensions and moving bodies. Boyette knew how to tell a creepy story within the confines of a comics page, but the nuances of film and live actors escaped him. He wouldn't be the first person with this problem of course - look at what Joel Schumacher did to ""Batman"". But he didn't have a big budget to hide behind.<br /><br />In any case, I'm imagine that Boyette walked away from this train wreck and probably spent less time thinking about ""Dungeon of Harrow""than the folks who post on this film's message boards. He did, within certainly vague boundaries, what he set out to do, and you have to respect him for it...even if you don't care for ""Harrow"".",negative,negative,0.456029,0.543971,0.003971
"Based on a Edgar Rice Burroughs novel, AT THE EARTH'S CORE provides little more than means to escape and give your brain a rest. A Victorian scientist Dr. Abner Perry(Peter Cushing)invents a giant burrowing machine, which he and his American partner(Doug McClure)use to corkscrew their way deep into the earth to explore what mysteries it may hold. They soon discover a lost world of subhuman creatures having conflict with prehistoric monsters.<br /><br />Cushing comes across as an absent minded professor to the point of being annoying. Instead of being a bold adventurer, he comes across effeminate. On the other hand McClure overacted enough to make himself also laughable. Caroline Munro plays the pretty Princess Dia that refuses to leave her world near the center of the earth. Also in the cast are: Godfrey James, Cy Grant and Michael Crane.",negative,negative,0.45599,0.54401,0.00401
"I'll give it a two because it has a lot of music, otherwise it would be a one.<br /><br />I saw this movie for the first time tonight and it's the first ""Road"" picture I've seen. I was expecting waaaaay better. Robert Osborn says this is the best of the Road movies. If that's true I needn't bother to see the others. The best thing about this movie is that it has a lot of songs in the first half, but that's balanced out by only one production number with dancing in the entire movie.<br /><br />I didn't like the movie. Neither Hope nor Crosby came across all that well, their characters weren't very charming, the movie was not funny at all, most of the dialog was just lame filler, there wasn't much action, there wasn't much spectacle.<br /><br />The movie wasn't what I expected. I was expecting more ""Road,"" but there isn't much. They quickly make it to the palace and then most of the movie takes place there, until the end. I was also expecting a lot more of the famous ""road"" style of breaking the fourth wall, wherein the characters talk directly to the audience or comment on the plot. There was only about 4 instances of that. One of those is an example of the non-funny humor of this script:<br /><br />(Hope recaps the plot up to now to Crosby) Crosby: I know all that! Hope: Yeah but the people that came in half-way through the picture don't. Crosby: You mean they missed my song?<br /><br />Those are two weak punchlines, but at least they are actually jokes. Much of the rest of the script doesn't even have any jokes. An example is: <br /><br />Crosby: Remind me to throw you a piece of cheese in the morning. (Indirectly calling Hope a rat).<br /><br />That's not funny at all, it barely even qualifies as a joke, but that's the kind of non-joke dialog that carries most of the movie. Many of the scenes don't even come that close to a joke, just using generic uninteresting dialog like:<br /><br />Crosby: Hey, whadda ya' take me for? You think that you can just throw me to the dogs? Hope: Well why not, you did it to me didn't you? Crosby: Yeah but that's because I was lookin' out for us. You're not lookin' out for nobody. Hope: Oh yeah? Well then why did I pay the check?<br /><br />(the above is just from my memory. It's not exact but it illustrates to you what I mean).<br /><br />And so on....just generic dialog with no jokes at all.<br /><br />My grade: A waste of time.",negative,positive,0.464035,0.464035,0.004035
"The Merchant of Four Seasons is a film about a lack of love. The film starts off with the main character; Hans Epp, returning from a spell in the foreign legion. He returns to his mother, not to be told how much she loves him, or how much she's missed him; but to be told that he is worthless and, even worse, that she would have preferred the man he went with to have come back instead. It is the character's relation to women that makes this film so hateful; the fact that his wife is taller than him is symbolic of his relation to the other gender; he is consistently humiliated by them, and it is through his relations with them that his life isn't as great as it could have been. This is also shown clearly by the way he treats his wife after a drink. He lost his job as a policeman through lust for a woman, and even his wife; a woman that is supposed to love him, never really shows any affection for him. Even at the end, his wife is more bothered about what her and her daughter will do than the state of her husband.<br /><br />The Merchant of Four Seasons is a thoroughly unpleasant film. There isn't a scene in the movie where someone is happy, and not only that; but the movie seems deliriously blissful to wallow in the misery of it's central characters. The movie is certainly not recommended to anyone who is currently having a hard time, that's for sure. Despite all the misery, the film never steps out the bounds of reality; every event in this movie can - and most probably has - happened, and that only serves in making the movie more shocking. The film is, of course, helmed by Rainer Werner Fassbinder; the cult German director that committed suicide in 1982. This is only my second taste of the man's work, but through just two films, it is easy to get an idea of the type of art that he creates. Both films are downtrodden and gritty - yet realistic pieces of art. His characterization in this movie is subtle; we only ever get to know the characters through their plight's and not through their character. This is a very clever way of showing the audience that it is their surroundings that define the people in the film, not the people themselves - and as nearly everyone that sees the film knows what living in an urban society is like, it wont difficult for the majority of people to relate to. <br /><br />The Merchant of Four Seasons is not a film that is easily forgettable; the movie is high on substance and low on style, and that makes for a very memorable picture, and one that everyone who considers themselves to be a fan of cinema should experience. It is with that in my mind that I give this film my highest recommendations; it's not sweet and it's not pleasant, but you will not see a more realistic portrayal of depression, and this is most certainly a movie that will stay with you.",positive,positive,0.464075,0.464075,0.004075
"The opening scene of the beach at Fircombe while amusing in itself, unfortunately provides a suitable metaphor for the film - insipid and washed out. It is actually not as corny as most of the others in the Carry On series, but maybe because of that doesn't really deliver much fun. It's a fair bet that the title will appeal to fans of the Benny Hill show but those looking for attractive females in bikinis and miniskirts, while they will see some in this, will probably enjoy some of the other titles in the series, such as ""Carry On Abroad"" or ""Carry On Up the Jungle"" more. The emergence of early 1970s feminism is used as a plot device which seems rather self-defeating.",negative,negative,0.455819,0.544181,0.004181
"Spoilers: This movie has it's problems, but in the end it gets the message across. I liked it because it ends the way things really do. The nice guy tries and tries, gets his heart broken several times, but in the end there is no typical hollywood ending. It ends the way such things always end, or at least always have in my own and friends' experiences. Anyone who thinks that the ending to this isn't how it really happens, as the first comment seemed to, believing that the girl would come around, realize she's dating an asshole who treats her bad because he doesn't care about her at all is either naive or lives in a more perfect world than I. I give it 7/10, extra points simply because it wasn't afraid to end on a down note, give no real resolution, just the main character left heartbroken, confused and alone as so many men of countless generations have been before.",positive,negative,0.455679,0.544321,0.004321
"Betty and Boris eye each other at a junior dance when they're still kids, but unfortunately Hugh gets to her first and thirty years later when we tune back in--Betty is married to Hugh and putting up with his fussy mother, who also lives with them.<br /><br />Neither Boris, nor Betty, however, have forgotten each other and when their paths cross again, they soon declare their feelings.<br /><br />But Betty feels she can't divorce Hugh, a Councilman, it would hurt him too much. What Betty doesn't know is, Hugh isn't hurting at all. He's rolling in the sheets with his beautiful secretary Meredith.<br /><br />Boris, an undertaker, thinks he has the answer. They'll fake her death.<br /><br />Christopher Walken plays Frank Featherbed, an outrageous, competing undertaker in their medium-sized town--that causes additional problems for Boris and Betty.<br /><br />All kinds of complications arise as Boris and Betty try to pull off this major coup.<br /><br />There are laugh out-loud scenes, some delightful dancing, and nary a curse word to be heard. In short, the film was a pleasure to watch.<br /><br />10 stars.",positive,negative,0.455664,0.544336,0.004336
"I haven't read the source, Richard Brooks' novel ""The Brick Foxhole,"" which I hope is not as infelicitous as its title, but I understand the original villain was a homophobe not an anti Semite. (And to be honest, Sam Levene is written as a gay guy who picks up a drunken soldier.) But, okay, you have to go with the flow. Consider 1947. Not even anti-Semitism has been treated on screen yet. Many of the people responsible for contemporary movies were themselves Jews but anti-Semitism had been verboten for years because it was considered unpleasant. So we can hardly blame the makers of this film for not leaving the victim a homosexual. Now that's REALLY unpleasant -- and besides there might have been many among the audience rooting for Robert Ryan to get away with it. We are by no means free of prejudice but we've still come a long way since 1947.<br /><br />Watching this again for the first time in years I was impressed with the rather slow pace of the first half of the movie, the many shots of two people talking, the shadows, the time that passes between the question and the answer, the uninspired editing. But I could live with that because of the film's subject matter and because of a few other things.<br /><br />One of the things that keep me glued to events as they unfold so deliberately is Robert Ryan's performance. The guy does a splendid job. At times he can seem thoughtful, cheerfully subordinate and helpful to the police -- ""Any way I can help, yes sir."" Then, alone or with another soldier, the simmering hatred rises to the top, not so much through what he says but the way he LOOKS. That scowl, that penetrating stare, those dark eyes glittering. Wow.<br /><br />The film has taken a lot of heat because of Robert Young's preachy speech about his Grandfather's murder. That doesn't bother me at all, although I guess Dmytryk didn't have to have Young shove his face into the camera while talking about ""MICKS and PAPISTS"". Still, taking the context into account, it's one of the more shocking moments of the film. Part of its impact is due to Young's almost casual delivery of the message, and part of it is due to the message's not having been heard on screen before.<br /><br />Another feature of the film that transforms it almost into the surreal is the Paul Kelly character and his relationship to the whore Gloria Grahame. Holy Guacamole, what elliptical conversation Kelly is given to. ""You know what I told you? All those things I just told you? They're all lies."" His character neatly crosses pathos with creepiness. It's impossible to know what to make of him. He adds virtually nothing to the plot but the movie would be a lot less without his presence.<br /><br />It's a moody, murky film. Its people live in the dark. And there is murder afoot. Practically no one screams or shouts. The horror that these men have experienced and that some of them still carry with them like malaria seems just beneath the surface.<br /><br />See it if you have a chance.",positive,negative,0.455636,0.544364,0.004364
"I saw this movie many years ago, have tried to locate it but perhaps understandably it is nowhere to be found. It was so esoteric, & yet one of a handful of movies that remains with you for a long time. I am still not sure what the reality of the movie is, and perhaps, like the Uncertainty Principle, the obscurity is the definite thing. Acting is superb, the atmosphere is always filled with a sense of foreboding, an overall melancholiness permeates, & yet, it is hard not to be absorbed in the story. I rented it thinking it was science fiction (it was in the sci-fi section with some totally misleading blurb), but quite clearly it is not. Or horror, or even suspense. In fact, one feels thankful the director took the courage to make a movie like this, for which obviously there is no solid audience. I know some people have complained about Klaus Kinski's short role, but I think it is very appropriate - his limited exposure is critical to the formation of the mystery of this movie.",positive,negative,0.45538,0.54462,0.00462
"From the start of ""The Edge Of Love"", the viewer is transported to the striking world of WW2 London. We follow the lives of four people who might have been created just for this movie, an exploration of female friendship and the strains caused on it by marriage and infidelity. Except one of the characters is named Dylan Thomas, perhaps the greatest English poet of the 20th century. And his reactions to the world around him were not only selfish, but at times truly despicable. <br /><br />This movie is based on Thomas' writings about love and romance. These were adapted with a sharp screenplay by Sharman MacDonald (Keira Knightley's mother). The director, John Maybury, does claim that the three other lead characters were actual people. <br /><br />All four are performed very strongly. Sienna Miller is Dylan's wife, Keira Knightley is the cabaret singer Vera Phillips. Matthew Rhys is Dylan Thomas, and Cillian Murphy is William Killick. The first section of the movie takes place in London during the Nazi air raids, with Vera being pursued by Willaim, a soldier waiting for deployment. By a chance encounter, Dylan meets with his first love, Vera. From there Vera meets Caitlin, Dylan's wife. While the three are drinking, William successfully breaks Vera's guard. <br /><br />The film follows their lives as Vera and William are married and he is sent to war. Vera has become pregnant, and returns to Wales with Dylan and Caitlin. There they face a gritty existence, with Vera supporting Dylan and Caitlin with her husband's war pay. Through these times, Vera's and Caitlin's friendship grows. So does Dylan's infatuation with Vera. She gives in. This creates the first test for the two women. <br /><br />When William returns from war, he barely recognizes his wife, and has no bond with his infant son. Things get worse, as Dylan idly watches his friend struggle with battleground fatigue (post traumatic stress disorder). William realizes something has happened between Dylan and Vera, and in a drunken rage shoots up Dylan's house.<br /><br />""Edge Of Love"" starts as a stylish romance in war torn London and ends in the stark, gritty life of motherhood, infidelity, and attempted murder in Wales. The treatment of PTSD is well done, and should speak to an American audience. Some day (see ending).<br /><br />Each star has a great moment. Miller when she is yanking out stitches in her head in response to her abortion of another man's child. Knightley and Murpy when he finally bonds with his son. Oh hell, almost all their scenes are awesome. And Rhys when he purgers himself on the stand to get Vera's husband sent to jail. <br /><br />Yet, the real star of the movie is Jonathan Freeman's cinematography and John Maybury's direction. They seem to understand that no matter how good the story or how historical Thomas is, this is a film dominated by two great actresses of our time. And they cherish their scenes with stunning shots. While this isn't best picture material, it is a very good movie (much more engaging than ""The Dutchess""). It has a visual lyricism that accentuates the use of Thomas' poetry. Also, this is clearly Knightley's second best performance of her career, and perhaps Miller's best. <br /><br />I have always had a weakness for the Artist in struggle, whether it's Hulce's Mozart, or Hoffman's Capote. But I was stunned at how little sympathy I felt for Dylan Thomas. His struggles with alcohol are well known. But his antagonism of William and Caitlin to gain possession of his first love Vera makes him out to be.....a bad man.<br /><br />So is this Academy Award Worthy? Clearly no. At least, not this year. It will be released state side in March, 2009, making it ineligible for the Academies. This is 9 months after it was released in Britain. Between Atonement, Miss Pettigrew, and Brideshead Revisited, the US has had its fill of WW2 British period pieces. Too bad. This film is better then the other ones, except Atonement. But in this one, Knightley's soldier does come back, but as a shell of the man who left her.",positive,negative,0.455356,0.544644,0.004644
"Faith Akin has made me realize once more the deepness of my passion for this city called Istanbul. Being addressed as a city of cultural mosaics, Faith Akin has contributed to that addressing through the mosaics of music performed in the film. What's more, the climax of the film,in my opinion, is the scene where Muzeyyen Senar (a Turkish music diva) sings at age 86 as well as she had done in her younger years and rolls the raki glass in the air without pouring out one drop, which is a traditional act in raki culture. She is just marvellous. Sezen Aksu (a Turkish pop singer) with her mystical and meaningful looks at the end of her song which gives the film its Turkish title makes the scene no less than a climax. Last but not least, the wonderful scenery of Istanbul can make you feel nostalgic if you are away. Beware!",positive,negative,0.455333,0.544667,0.004667
"This two disc set is incredible! If you're like me and never had the opportunity to actually see the band live, then this is the next best thing. Jimmy Page, who in my opinion is the second best guitarist ever to walk the face of the earth (second only to Slowfingers himself), He puts on an amazing show in every piece of footage in this film. John Paul Jones, although not as up front as Page, puts on one hell of a show. Although in the live atmosphere, his rythmic bass lines aren't as defined as they are on studio recordings, except of course in songs like Dazed and Confused, or What is and What Should Never Be), but his wide array of instumental talent is well displayed in these DVD's. John Bonham is John Bonham, what can I say? There is no comparison, his beats stand out like no other, and this DVD is proof. Last, but not least, Robert Plant wails like no other can wail. If you've ever read Hammer of the Gods, you'll be wondering the same thing as Page was when he first met Robert Plant, why the hell isn't this guy already famous? And so concludes my review, sorry about and spelling or grammar mistakes, Zeppelin rocks.",positive,negative,0.455227,0.544773,0.004773
"This movie was horrid and at the end made me wonder why someone went to the trouble to make it. Now it was not all bad, I have studied film and this film was put together very nicely and had very good cinematic everything with interesting angles to very nice lighting and excellent camera work. I wish I could have seen it back in school because it would have made a good film to write a paper on. BUT........ Since I have graduated and lost most of my film pretentiousness I have realized that a film should be entertaining above all, this movie was long and boring and I'm not sure when it finally got to the point that it was worth my time.<br /><br />",negative,positive,0.464824,0.464824,0.004824
"Several stowaways get on a Russian ship bound for France. They were going to get off there and make new lives for themselves. After being discovered by the First Mate and his henchmen, they were held captive. Then things got very bad for them. Good show based on a true story.",positive,positive,0.464877,0.464877,0.004877
"The Hookers was to me a great everyday people story, Like someone you might have known. Just trying to make it, my big shot is right around the corner. Then Life's little temptations creep in, the spoiler, stumbled again. How much, can your love take, and give, to the guy who's really not so bad, after all, just Human. I liked it, I was also a paid extra in the movie. Played the drums in the bar shots, with the band, did several walking shots, my green 66' corvette was in the motel party shots. Wonderful cast and crew, first rate people, down to earth movie. I had lunch with James Coburn, on Mother's Day, what a wonderful man, just like I've known him for years, I'll never forget him. My father spent the day with Slim Pickens, and swapped horse stories, Slim also was really down to earth, love those guys, we really miss them. Real people making movies about real people, Thanks Levy, Gardner, and Laven.",positive,negative,0.455016,0.544984,0.004984
"This movie made my face hurt. I don't understand it...things just happened, inexplicably, and they usually resulted in someone bursting into a song and dance number. I don't understand how people can laud this film with praise. There are B-movies, and then there are B-musicals, and then there is Rockula.<br /><br />The songs made me want to run headlong into a wall. The only saving grace is that one of the musical explosions turns out to be a musical video, which eases the pain, yet still fails to justify why it needed to exist. The most frightening section of the film is Toni Basil's creep-dance that accompanies her weird song. But on the bright side, she can manages to find the notes that she is looking for, unlike pop music sensations Rockula (aka Rapula) and Mona...wow, can we say tone deaf. So if you want to question life for about 90 minutes, see this film. If you hate your life, then buy it.",negative,positive,0.465037,0.465037,0.005037
"I've been watching Attack Of The Show religiously for about 6 months (maybe longer but not much). I was very infatuated with Olivia and I found Kevin to be very witty and the repertoire between them very good. Lately though it's starting to wear thin due to many factors for me. First my favorite segment is the first 15 minutes called Around The Net, that shows 5 video clips that you would find on a site like Youtube, that are generally funny, or of people getting hurt inadvertently (some intentionally). Umm, this when watched 4 to 5 times a week shows again and again the same stuff, I really haven't seen anything that good and I can only laugh at people actually probably breaking their necks and being paralyzed so many times. The show is like a Late Show wanna be/Colbert Report wanna be with it's politics also, if you do not live in a blue state and are not an automatic liberal, this humor gets old also, McCain is old, yeah yeah, whatever. Libs have no guts to make fun of themselves because they are not smart enough to realize that would endear themselves as having a sense of humor that they can laugh at themselves, so it's almost every show bash McCain or Palin, sheesh. So we get the same old vids of people getting hurt that we are supposed to keep laughing at and then some leftist political humor that never laugh's at itself out of it's own weakness. I'll keep watching since I watch at work and it's all that's on, hoping that I'll be entertained but it is getting somewhat old. I did like the fill in host's of Chris and Alison though, they were actually a good change of pace; maybe this show could do a rotating host thing. Olivia who I thought at times in the beginning was really funny has resorted to this constant pouting response and it's getting old, lol. 7 of 10; it will keep you in a young mindset which is good if you're a younger Baby Boomer like me (mid 40's). Maybe a cartoon of the day would be another segment they should do, there is a ton of stuff available they could use.",positive,positive,0.465131,0.465131,0.005131
